title,company,job_post_id,company_info,address,employment_type,seniority,min_experience,job_category,has_company_logo,salary,salary_type,num_of_applications,last_posted_date,expiry_date,description
Digital Portfolio Planner (Financial / Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0673633,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc","NOVELTY BIZCENTRE, 18 HOWARD ROAD 369585","Permanent, Full Time, Flexi-work",Executive,3 years exp,"Banking and Finance, Sales / Retail",1,"['$3,500to$4,000']",Monthly,0 application,Posted 04 Sep 2023,Closing on 04 Oct 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!

Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg

Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Financial Planner,ARISE & THRIVE OFFICIAL PARTNERS PTE. LTD.,MCF-2023-0672418,"Ato Management is involved in 4 Business Sectors respectively being, F&B, Events and Marketing, HR and Finance We are a team of highly motivated and vibrate young individuals determined to create a dynamic working enviroment and a fufilling personal life. We are determined to promote the best interest for prospective cilents and to build and enhance our productive teams.We strive to create and to make an impact in not just meeting cilents expectations but surpassing them. This career path provide you opportunities for self-upgrading and improvement through practice in leadership management, team building, social and marketing events.Our company aim to build stong teams where we offer annual incentives trips for outstanding performance.","SBF building, 160 robinson rd 068914",Permanent,Executive,,"Banking and Finance, Consulting, Customer Service, Insurance",1,"['$3,000to$5,000']",Monthly,0 application,Posted 03 Sep 2023,Closing on 03 Oct 2023,"Roles & Responsibilities
Hiring Financial Planner.

Jobscope:
Build Comprehensive financial plans.
Educate Clients and answer questions about investment options and potential risks.
Analyze financial information
Prepare and revise financial reports/plans for clients
Interact with the investment team to understand strategies, risks, and portfolios positioning.
Generate new client opportunities through networking, referrals, and other sourcing strategies."
Financial Planner (Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0672004,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc",,"Permanent, Full Time, Flexi-work",Non-executive,1 year exp,"Banking and Finance, Sales / Retail",1,"['$3,000to$4,000']",Monthly,0 application,Posted 02 Sep 2023,Closing on 02 Oct 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!
Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg
Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Digital Portfolio Planner (Financial / Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0672006,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc","NOVELTY BIZCENTRE, 18 HOWARD ROAD 369585","Permanent, Full Time, Flexi-work",Executive,3 years exp,"Banking and Finance, Sales / Retail",1,"['$3,500to$4,000']",Monthly,0 application,Posted 02 Sep 2023,Closing on 02 Oct 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!

Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg

Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Financial Planner,ARISE & THRIVE OFFICIAL PARTNERS PTE. LTD.,MCF-2023-0670807,"Ato Management is involved in 4 Business Sectors respectively being, F&B, Events and Marketing, HR and Finance We are a team of highly motivated and vibrate young individuals determined to create a dynamic working enviroment and a fufilling personal life. We are determined to promote the best interest for prospective cilents and to build and enhance our productive teams.We strive to create and to make an impact in not just meeting cilents expectations but surpassing them. This career path provide you opportunities for self-upgrading and improvement through practice in leadership management, team building, social and marketing events.Our company aim to build stong teams where we offer annual incentives trips for outstanding performance.","SBF building, 160 robinson rd 068914",Permanent,Executive,,"Banking and Finance, Consulting, Customer Service, Insurance",1,"['$3,000to$5,000']",Monthly,0 application,Posted 01 Sep 2023,Closing on 01 Oct 2023,"Roles & Responsibilities
Hiring Financial Planner.

Jobscope:
Build Comprehensive financial plans.
Educate Clients and answer questions about investment options and potential risks.
Analyze financial information
Prepare and revise financial reports/plans for clients
Interact with the investment team to understand strategies, risks, and portfolios positioning.
Generate new client opportunities through networking, referrals, and other sourcing strategies."
Financial Planner (Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0667406,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc",,"Permanent, Full Time, Flexi-work",Non-executive,1 year exp,"Banking and Finance, Sales / Retail",1,"['$3,000to$4,000']",Monthly,0 application,Posted 31 Aug 2023,Closing on 30 Sep 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!
Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg
Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Digital Portfolio Planner (Financial / Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0667399,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc","NOVELTY BIZCENTRE, 18 HOWARD ROAD 369585","Permanent, Full Time, Flexi-work",Executive,3 years exp,"Banking and Finance, Sales / Retail",1,"['$3,500to$4,000']",Monthly,0 application,Posted 31 Aug 2023,Closing on 30 Sep 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!

Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg

Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Financial Planner,ARISE & THRIVE OFFICIAL PARTNERS PTE. LTD.,MCF-2023-0664097,"Ato Management is involved in 4 Business Sectors respectively being, F&B, Events and Marketing, HR and Finance We are a team of highly motivated and vibrate young individuals determined to create a dynamic working enviroment and a fufilling personal life. We are determined to promote the best interest for prospective cilents and to build and enhance our productive teams.We strive to create and to make an impact in not just meeting cilents expectations but surpassing them. This career path provide you opportunities for self-upgrading and improvement through practice in leadership management, team building, social and marketing events.Our company aim to build stong teams where we offer annual incentives trips for outstanding performance.","SBF building, 160 robinson rd 068914",Permanent,Executive,,"Banking and Finance, Consulting, Customer Service, Insurance",1,"['$3,000to$5,000']",Monthly,0 application,Posted 30 Aug 2023,Closing on 29 Sep 2023,"Roles & Responsibilities
Hiring Financial Planner.

Jobscope:
Build Comprehensive financial plans.
Educate Clients and answer questions about investment options and potential risks.
Analyze financial information
Prepare and revise financial reports/plans for clients
Interact with the investment team to understand strategies, risks, and portfolios positioning.
Generate new client opportunities through networking, referrals, and other sourcing strategies."
Financial Planner,ARISE & THRIVE OFFICIAL PARTNERS PTE. LTD.,MCF-2023-0667111,"Ato Management is involved in 4 Business Sectors respectively being, F&B, Events and Marketing, HR and Finance We are a team of highly motivated and vibrate young individuals determined to create a dynamic working enviroment and a fufilling personal life. We are determined to promote the best interest for prospective cilents and to build and enhance our productive teams.We strive to create and to make an impact in not just meeting cilents expectations but surpassing them. This career path provide you opportunities for self-upgrading and improvement through practice in leadership management, team building, social and marketing events.Our company aim to build stong teams where we offer annual incentives trips for outstanding performance.","SBF building, 160 robinson rd 068914",Permanent,Executive,,"Banking and Finance, Consulting, Customer Service, Insurance",1,"['$3,000to$5,000']",Monthly,0 application,Posted 30 Aug 2023,Closing on 29 Sep 2023,"Roles & Responsibilities
Hiring Financial Planner.

Jobscope:
Build Comprehensive financial plans.
Educate Clients and answer questions about investment options and potential risks.
Analyze financial information
Prepare and revise financial reports/plans for clients
Interact with the investment team to understand strategies, risks, and portfolios positioning.
Generate new client opportunities through networking, referrals, and other sourcing strategies."
Financial Consultant,RE SOURCE PARTNERS PTE. LTD.,MCF-2023-0541342,"At Re Source Partners, our aim is to enable meaningful careers for everyone and bridge the gap between talents and clients. We founded our company with the vision and purpose of delivering talent solutions to companies across the APAC markets. Our founders have more than 10 years of combined experience in the industry and everyone in our team comes with a wealth of recruitment expertise. Together, we strive to perform and meet your hiring requirements, ever ready to deliver the right talent solutions to your every need. Re Source Partners Pte Ltd | 202021170E | 20C0279",,Full Time,Fresh/entry level,,Insurance,1,"['$3,000to$6,000']",Monthly,1 application,Posted 30 Aug 2023,Closing on 29 Sep 2023,"Roles & Responsibilities
Our client is a Singapore-based financial advisory firm known for its quality advice and professional services. With years of experience and expertise, their representatives are well-positioned to provide sound advice to help customers achieve their financial goals. Their customers enjoy access to a wide range of solutions as well as other trusted partners to meet their insurance, investment and retirement needs. They are well placed in a position to offer distinctive advantages with the flexibility of a Financial Advisory firm, as well as the strong governance and financial backing of an international financial services group.

Would this be the next career for you?
Understand and address your clients' needs for income protection, savings and investments, healthcare, retirement, business continuity and estate distribution
Provide continual and extra-mile services and support to clients, assisting to achieve their financial needs through different stages of their lives
Acquire new businesses while maintaining current account portfolio
Tactful negotiations of contract with prospects
Process documentations and keeping proper records.
Planning for personal and corporate clients on risk and wealth management, succession and estate planning.
If you are someone with the following, let’s chat!
Meeting MAS-FAA regulations, you should be of age to quality as a financial planner
Holds a Diploma/Degree qualification
Prior working experience in sales is seen as an advantage
Goal oriented, self-driven and pro-active in character
Strong communication and interpersonal skills
Next Steps
Apply today or contact us to discuss this exciting opportunity.
Do note that we will only be in touch if your application is shortlisted.
Re Source Partners Pte Ltd | 202021170E | 20C0279
Tan Xin Hui | R23112426"
Financial Planner (Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0665242,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc",,"Permanent, Full Time, Flexi-work",Non-executive,1 year exp,"Banking and Finance, Sales / Retail",1,"['$3,000to$4,000']",Monthly,0 application,Posted 30 Aug 2023,Closing on 29 Sep 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!
Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg
Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Digital Portfolio Planner (Financial / Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0665237,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc","NOVELTY BIZCENTRE, 18 HOWARD ROAD 369585","Permanent, Full Time, Flexi-work",Executive,3 years exp,"Banking and Finance, Sales / Retail",1,"['$3,500to$4,000']",Monthly,0 application,Posted 30 Aug 2023,Closing on 29 Sep 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!

Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg

Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Digital Portfolio Planner (Financial / Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0663795,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc","NOVELTY BIZCENTRE, 18 HOWARD ROAD 369585","Permanent, Full Time, Flexi-work",Executive,3 years exp,"Banking and Finance, Sales / Retail",1,"['$3,500to$4,000']",Monthly,0 application,Posted 29 Aug 2023,Closing on 28 Sep 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!

Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg

Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
Digital Portfolio Planner (Financial / Warm Leads ONLY / Salary up to $4k + Performance Bonus) - Code: GL,JUST RECRUIT SINGAPORE PTE. LTD.,MCF-2023-0657948,"JUST RECRUIT SINGAPORE PTE. LTD. Just Recruit Singapore Pte Ltd is a human resource solution company that is incorporated in Singapore. We specialize in local and foreign placement. As we have counterparts in Malaysia, China, Taiwan, India, Vietnam & Korea and other parts of Asia, this make our networks very extensive and reliable. Our comprehensive range of services include temporary & contract staffing, permanent recruitment, outsourcing, executive search, leadership development, career management & outplacement services. Just Recruit Singapore Specialization: Semiconductor / Electrical & Electronics-Design, Testing, Development Engineers, Sales & Sales support etc. Oil & Gas/Petroleum –Process, Project, QC Chemical/ Petrochemicals-Sales, Engineers Banking & Finance – Accounts, Audit, Financial Consultant IT – Security Audit, Software/App Developer, Analyst, DBA Manufacturing- Production, Facility, Sales, Customer Service Building- QS, QC/QA, Piping Design, Architecture Logistics- Supply Chain, Sales, Backend Support Healthcare- Lab Assistants, R & D, Nurse, Dental Assistant(Foreign only) FMCG- Sales & Marketing, Customer Service, Facility, Product Dev. Retail –Retail Assistant, Area Manager Industry Specific Office Support roles: HR (all spectrum), Admin, Customer Service etc","NOVELTY BIZCENTRE, 18 HOWARD ROAD 369585","Permanent, Full Time",Executive,3 years exp,"Banking and Finance, Sales / Retail",1,"['$3,500to$4,000']",Monthly,0 application,Posted 28 Aug 2023,Closing on 27 Sep 2023,"Roles & Responsibilities
Opportunity to work with a well-known Financial Institution with excellent career progression!

Job Details:
Basic salary up to $4K + $500 Fixed Monthly Allowance + PB (Up to 16% of basic salary)
Location: Central
Working Days & Hours: Monday to Friday, 9am to 6pm
Warm leads will be provided via digital referral (No cold-calling)
Job Responsibilities:
Provide consultative financial advisory services (Life, Health and General Insurance) to warm referral clients
Maintaining good relationships with both existing and potential clients
Job Requirements:
Min a Local Diploma or Degree in any discipline.
Preferable with at least 2 years of experience in financial services or advisory
Preferable candidate already has CMFAS - M5, M8, M8A, M9, M9A, HI, CGI, PGI & BCP
Interested candidates can kindly apply via MyCareersFuture or email your latest resume to Gary.lua@justrecruit.com.sg

Gary Lua Zhi Hao (R21104006)
Just Recruit Singapore Pte Ltd (EA12C6295)"
