job_post_id,title,address,department,salary_range,company_profile,description,requirement,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,min_experience,company,industry,salary_type
MCF-2023-0800002,Software Developer (Contract),"8 Marina View, #12-01, Asia Square Tower 1, Singapore 018960",Information Technology,40-50,TechGenius Innovations is a technology consultancy firm known for its innovative solutions. We provide top-notch software development services to clients worldwide. Join our team of tech enthusiasts and be part of groundbreaking projects.,"TechGenius Innovations is seeking a skilled Software Developer (Contract) to work on exciting projects. If you're passionate about software development and enjoy contract roles, this opportunity is perfect for you.",Proven experience in software development,"Flexible work hours, remote options",1,1,1,Contract,3 years exp,3 years exp,TechGenius Innovations,Information Technology,Hourly
MCF-2023-0800003,Director of Finance,"6 Shenton Way, OUE Downtown 1, #32-00, Singapore 068809",Finance,20000-25000,"FinanceWise is a renowned financial advisory firm trusted by clients for expert financial guidance. As the Director of Finance, you will lead our financial strategies and ensure financial excellence for our clients. Join us in shaping financial success stories.",FinanceWise is searching for a Director of Finance to oversee financial strategies and ensure financial success for our clients. Your financial expertise will shape our clients' financial futures.,"10+ years of finance experience, CPA preferred",Comprehensive benefits package,0,1,1,Full Time,15 years exp,3 years exp,FinanceWise,Finance,Monthly
MCF-2023-0800004,Content Writer (Part-Time),"20 Cecil Street, #14-01, Equity Plaza, Singapore 049705",Media / Communications,20-25,"MediaMasters Co. is a creative content agency that crafts compelling narratives for diverse media platforms. We are seeking a talented Content Writer (Part-Time) to join our creative team. If you have a passion for storytelling, this role is perfect for you.","MediaMasters Co. is seeking a Content Writer (Part-Time) to create captivating content. If you're a wordsmith and prefer part-time roles, this position offers creative opportunities.",,,1,1,1,Part Time,2 years exp,3 years exp,MediaMasters Co.,Media / Communications,Hourly
MCF-2023-0800005,Supply Chain Manager,"71 Robinson Road, #13-01, Singapore 068895",Logistics / Supply Chain,6000-8000,"LogiTech Solutions is at the forefront of supply chain management, optimizing logistics and enhancing efficiency. We are looking for a Supply Chain Manager to lead our logistics operations and drive supply chain innovation. Join us and transform the world of logistics.",Join LogiTech Solutions as a Supply Chain Manager and lead logistics optimization efforts. Your expertise will enhance supply chain efficiency and contribute to operational excellence.,Bachelor's degree in supply chain management,"Healthcare coverage, retirement plan",0,1,1,Full Time,10 years exp,3 years exp,LogiTech Solutions,Logistics / Supply Chain,Monthly
MCF-2023-0800006,Research Scientist (Contract),"15 Hoe Chiang Road, #25-01, Tower Fifteen, Singapore 089316",Healthcare,60-70,"HealthCare Innovators is dedicated to healthcare advancements through research and innovation. If you're a Research Scientist seeking contract opportunities, join our team to contribute to groundbreaking research projects. Your contributions will impact healthcare outcomes.","HealthCare Innovators is looking for a Research Scientist (Contract) to work on groundbreaking healthcare research. If you're passionate about research and prefer contract roles, this is a great opportunity.","Previous research experience, Ph.D. preferred",Contract completion bonus,1,1,1,Contract,5 years exp,3 years exp,HealthCare Innovators,Healthcare,Hourly
MCF-2023-0800007,Senior HR Director,"8 Temasek Boulevard, #32-01, Suntec Tower Three, Singapore 038988",Human Resources,30000-40000,"HR Excellence Group is a leading human resources consultancy known for HR strategies that drive organizational success. As the Senior HR Director, you will lead HR initiatives and shape HR excellence. Join our team and make a difference in the world of HR.",HR Excellence Group is hiring a Senior HR Director to lead HR strategies and initiatives. Your HR leadership will drive organizational success and create an exceptional workplace.,15+ years of HR leadership experience,Career advancement opportunities,0,1,1,Full Time,20 years exp,3 years exp,HR Excellence Group,Human Resources,Monthly
MCF-2023-0800008,UX/UI Designer (Full-Time),"30 Cecil Street, #19-08, Prudential Tower, Singapore 049712",Design,8000-10000,"DesignCrafters is a design studio committed to creating user-centered designs. We are hiring a UX/UI Designer (Full-Time) to shape digital experiences. If you're passionate about design, join us and unleash your creativity.","DesignCrafters is in search of a UX/UI Designer (Full-Time) to shape user-centered designs. If you're a design enthusiast looking for full-time roles, join us and turn your design vision into reality.",Proficiency in UX/UI design tools,Creative and collaborative work environment,1,1,1,Full Time,4 years exp,3 years exp,DesignCrafters,Design,Monthly
MCF-2023-0800009,Event Coordinator (Part-Time),"9 Battery Road, #12-01, MYP Centre, Singapore 049910",Event Management,30-40,EventMagic Co. specializes in creating magical event experiences. Join us as an Event Coordinator (Part-Time) and be part of planning and executing unforgettable events. Your attention to detail will make every event extraordinary.,"EventMagic Co. is seeking an Event Coordinator (Part-Time) to plan and execute memorable events. If you have a knack for event planning and prefer part-time roles, this position is ideal.",,,0,1,1,Part Time,2 years exp,3 years exp,EventMagic Co.,Event Management,Hourly
MCF-2023-0800010,Quality Assurance Manager,"71 Robinson Road, #09-01, Singapore 068895",Quality Assurance,18000-22000,QualityFirst Ltd. is a quality-focused organization that sets high standards. We are looking for a Quality Assurance Manager to ensure product excellence. Join us in maintaining quality standards that exceed expectations.,QualityFirst Ltd. is hiring a Quality Assurance Manager to maintain high-quality standards. Your attention to detail will ensure product excellence and customer satisfaction.,Bachelor's degree in quality assurance or related field,Health and wellness programs,1,1,1,Full Time,12 years exp,3 years exp,QualityFirst Ltd.,Quality Assurance,Monthly
MCF-2023-0800011,Nurse Practitioner,"1 Scotts Road, #15-01, Shaw Centre, Singapore 228208",Healthcare,150-200,"HealthCare Professionals is a healthcare organization dedicated to patient well-being. As a Nurse Practitioner, you will provide top-quality patient care. Your expertise will positively impact healthcare outcomes. Join our team and prioritize patient well-being.",Join HealthCare Professionals as a Nurse Practitioner and provide top-quality patient care. Your expertise will positively impact patient well-being and healthcare outcomes.,Valid nurse practitioner license,Professional development,0,1,1,Full Time,8 years exp,3 years exp,HealthCare Professionals,Healthcare,Monthly
MCF-2023-0800012,Social Media Specialist (Full-Time),"11 Collyer Quay, #18-01, The Arcade, Singapore 049317",Marketing / Advertising,8000-10000,"MediaMasters Co. is seeking a Social Media Specialist (Full-Time) to craft engaging social media content. If you're passionate about social media and digital marketing, join us and drive digital success.","MediaMasters Co. is searching for a Social Media Specialist (Full-Time) to craft engaging social media content. If you're passionate about digital marketing and prefer full-time roles, this opportunity awaits.",Proven experience in social media marketing,Team-building events,1,1,1,Contract,3 years exp,3 years exp,MediaMasters Co.,Marketing / Advertising,Hourly
MCF-2023-0800013,Data Scientist (Contract),"3 Fraser Street, #05-21, DUO Tower, Singapore 189352",Information Technology,25000-30000,TechGenius Innovations is hiring a Data Scientist (Contract) to unlock insights from data. Your work will empower data-driven decision-making. Join us in the world of data science excellence.,TechGenius Innovations is looking for a Data Scientist (Contract) to extract insights from data. Your data analysis skills will support data-driven decision-making.,"Previous data science experience, Ph.D. preferred","Flexible work hours, remote options",0,1,1,Full Time,14 years exp,3 years exp,TechGenius Innovations,Information Technology,Monthly
MCF-2023-0800014,Finance Director,"8 Temasek Boulevard, #42-01, Suntec Tower Three, Singapore 038988",Finance,22000-28000,FinancePros Ltd. is a financial powerhouse providing comprehensive financial services. We are in search of a Finance Director to lead our financial teams and provide expert financial guidance to clients. Join us in shaping financial success stories.,FinancePros Ltd. is hiring a Finance Director to provide expert financial guidance. Your financial leadership will shape financial success stories for our clients.,15+ years of finance leadership experience,"Competitive salary, performance bonuses",1,1,1,Full Time,15 years exp,3 years exp,FinancePros Ltd.,Finance,Monthly
MCF-2023-0800015,IT Support Technician (Part-Time),"3 Shenton Way, #08-01, Shenton House, Singapore 068805",Information Technology,20-25,ITSupport Solutions specializes in IT services and technical support. Join our team as an IT Support Technician (Part-Time) to resolve technical issues and provide exceptional customer service. Your technical skills will be instrumental in solving IT challenges.,"ITSupport Solutions is seeking an IT Support Technician (Part-Time) to resolve technical issues. If you have IT skills and prefer part-time roles, this is a great opportunity to showcase your technical expertise.",IT certification preferred,Professional development,0,1,1,Part Time,2 years exp,3 years exp,ITSupport Solutions,Information Technology,Hourly
MCF-2023-0800016,Clinical Researcher (Contract),"8 Marina View, #11-01, Asia Square Tower 1, Singapore 018960",Healthcare,60-70,HealthCare Research Innovations is committed to advancing healthcare through research. Join us as a Clinical Researcher (Contract) and contribute to groundbreaking research projects that will improve healthcare outcomes.,Join HealthCare Research Innovations as a Clinical Researcher (Contract) and contribute to groundbreaking healthcare research projects. Your research will impact healthcare outcomes positively.,"Previous clinical research experience, Ph.D. preferred",Flexible work hours,1,1,1,Contract,4 years exp,3 years exp,HealthCare Research Innovations,Healthcare,Hourly
MCF-2023-0800017,Executive Chef,"1 Fullerton Road, #02-01, One Fullerton, Singapore 049213",Culinary,15000-20000,"Culinary Delights is known for culinary excellence and exquisite dining experiences. As an Executive Chef, you will lead our culinary team in delivering exceptional dining experiences. Join us in the world of culinary creativity.",Culinary Delights is in search of an Executive Chef to lead culinary excellence. Your culinary expertise will create unforgettable dining experiences for our customers.,Culinary degree or equivalent,Growth opportunities,0,1,1,Full Time,12 years exp,3 years exp,Culinary Delights,Culinary,Monthly
MCF-2023-0800018,Investment Advisor,"5 Temasek Boulevard, #12-07, Suntec Tower Five, Singapore 038985",Finance,18000-22000,InvestmentPros Ltd. is a respected financial advisory firm that guides clients toward investment success. Join us as an Investment Advisor to provide expert investment advice and shape financial futures. Your expertise will empower clients to achieve financial goals.,InvestmentPros Ltd. is hiring an Investment Advisor to provide expert investment advice. Your financial expertise will guide clients toward investment success.,Certified Investment Advisor,Competitive salary,1,1,1,Full Time,10 years exp,3 years exp,InvestmentPros Ltd.,Finance,Monthly
MCF-2023-0800019,Psychologist (Part-Time),"10 Anson Road, #30-11, International Plaza, Singapore 079903",Healthcare,30-40,PsychologyCare Co. is dedicated to mental health and well-being. We are looking for a Psychologist (Part-Time) to provide counseling and support. Join our team in making a positive impact on mental health.,PsychologyCare Co. is dedicated to mental health. Join us as a Psychologist (Part-Time) to provide counseling and support. Your work will make a difference in mental health.,Valid psychology license,"Flexible work hours, remote options",0,1,1,Part Time,2 years exp,3 years exp,PsychologyCare Co.,Healthcare,Hourly
MCF-2023-0800020,Machine Learning Engineer (Full-Time),"12 Marina Boulevard, #35-02, Marina Bay Financial Centre Tower 3, Singapore 018982",Information Technology,11000-15000,TechInnovations is a technology company driving innovation in machine learning. We are hiring a Machine Learning Engineer (Full-Time) to work on cutting-edge ML projects. Join us and be part of the machine learning revolution.,TechInnovations is seeking a Machine Learning Engineer (Full-Time) to work on cutting-edge ML projects. Your work will drive innovation in machine learning.,Master's or Ph.D. in machine learning or related field,Professional development,1,1,1,Full Time,7 years exp,3 years exp,TechInnovations,Information Technology,Monthly
MCF-2023-03001,Digital Marketing Manager,"3 Raffles Place, #07-01, Singapore 048617",Marketing,5000-7000,"XYZ Marketing Solutions is a leading marketing agency in Singapore, specializing in digital marketing strategies. We are dedicated to driving business growth through innovative marketing campaigns and creative solutions. Join our team of marketing experts and be a part of our success story.","As a Digital Marketing Manager at XYZ Marketing Solutions, you will lead digital marketing campaigns, analyze data, and develop strategies to drive online engagement and sales. You will collaborate with a dynamic team of marketers to achieve success in the digital landscape.",Bachelor's degree in Marketing or related field,Competitive salary and performance-based bonuses,0,0,1,Full Time,5 years exp,2 years exp,XYZ Marketing Solutions Pte. Ltd.,Marketing,Monthly
MCF-2023-03002,Software Developer - Python,"1 Fusionopolis Walk, #01-01, North Tower, Singapore 138628",Engineering,6000-8000,TechGenius is a tech startup that focuses on developing cutting-edge software solutions. We believe in pushing the boundaries of technology and delivering top-notch software products. Join our team of developers and shape the future of software development.,"TechGenius is seeking a Software Developer with expertise in Python to join our software development team. You will be responsible for designing, coding, and testing software applications that meet client requirements. Join us in shaping the future of software development.",Strong data analysis skills,Flexible working hours,1,0,1,Contract,3 years exp,2 years exp,TechGenius Innovations Pte. Ltd.,Technology,Monthly
MCF-2023-03003,Senior Financial Analyst,"8 Marina View, #08-01 Asia Square Tower 1, Singapore 018960",Finance,8000-10000,FinanceWise Ltd. is a financial advisory firm known for its expertise in financial analysis and planning. Our mission is to help clients achieve financial success and security. Join our team of financial analysts and be a part of our commitment to financial excellence.,Join FinanceWise as a Senior Financial Analyst and play a pivotal role in financial planning and analysis. You will provide insights to support strategic decision-making and financial management. Your analytical skills will drive financial excellence.,HR certification preferred,Professional development opportunities,1,1,0,Permanent,8 years exp,2 years exp,FinanceWise Ltd.,Finance,Monthly
MCF-2023-03004,Content Writer (Part-Time),"6 Eu Tong Sen Street, #10-12, Singapore 059817",Content Creation,2500-3500,MediaMasters Co. is a media agency that specializes in content creation and storytelling. We thrive on creativity and aim to tell compelling stories that resonate with audiences. Join our team of content creators and unleash your creative potential.,MediaMasters Co. is looking for a talented Content Writer (Part-Time) to create compelling content for various media platforms. Your creativity and storytelling skills will engage audiences and convey impactful messages.,,,1,1,1,Part Time,,2 years exp,MediaMasters Co. Pte. Ltd.,Media,Monthly
MCF-2023-03005,Supply Chain Manager,"21 Tampines North Drive 2, #01-01, Singapore 528765",Supply Chain,7000-9000,LogiTech Solutions is a logistics company that offers end-to-end supply chain solutions. We are dedicated to optimizing supply chains and ensuring efficient logistics operations. Join our team of supply chain experts and be a part of our logistics revolution.,"LogiTech Solutions is hiring a Supply Chain Manager to optimize supply chain operations. You will oversee logistics, inventory management, and vendor relationships. Join us in revolutionizing supply chain management.",Experience in supply chain management,Opportunity for career growth,1,0,0,Full Time,7 years exp,2 years exp,LogiTech Solutions Pte. Ltd.,Logistics,Monthly
MCF-2023-03006,Research Scientist (Contract),"11 Biopolis Way, #01-01, Helios, Singapore 138667",Research and Development,5500-7500,HealthCare Innovators is a healthcare research organization that focuses on medical breakthroughs. Our researchers are passionate about advancing healthcare knowledge and improving patient outcomes. Join our team of researchers and make a difference in healthcare.,"Are you a Research Scientist looking for a contract opportunity? HealthCare Innovators has a role for you. Join our research team to conduct experiments, analyze data, and contribute to healthcare advancements.",Ph.D. in a relevant field,Engaging research projects,0,0,0,Contract,Ph.D. required,2 years exp,HealthCare Innovators Pte. Ltd.,Healthcare,Monthly
MCF-2023-03007,HR Director,"20 Anson Road, #08-01, Twenty Anson, Singapore 079912",Human Resources,12000-15000,HR Excellence Group is a human resources consultancy known for its HR expertise. We provide strategic HR solutions that drive organizational success. Join our team of HR professionals and be a part of our commitment to HR excellence.,"HR Excellence Group is in search of an HR Director with extensive HR expertise. You will lead HR strategies, manage HR teams, and drive HR initiatives. Join us in shaping the future of HR excellence.",10+ years of HR experience,Comprehensive HR benefits,0,1,1,Permanent,12 years exp,2 years exp,HR Excellence Group Pte. Ltd.,Human Resources,Monthly
MCF-2023-03008,UX/UI Designer (Full-Time),"10 Bayfront Avenue, #01-01, The Shoppes at Marina Bay Sands, Singapore 018956",Design,6000-9000,DesignCrafters is a design studio that specializes in creating user-centered designs. We believe in the power of design to enhance user experiences. Join our team of designers and shape the future of UX/UI design.,DesignCrafters is seeking a UX/UI Designer (Full-Time) to create user-centered designs. Your design skills will enhance user experiences across digital platforms. Join our team and be part of the design revolution.,Proven track record in UX/UI design,Creative work environment,1,0,1,Full Time,5 years exp,2 years exp,DesignCrafters Pte. Ltd.,Design,Monthly
MCF-2023-03009,Event Coordinator (Part-Time),"101 Thomson Road, #03-01, United Square, Singapore 307591",Event Management,3000-4000,EventMagic Co. is an event management company that creates memorable experiences. We are dedicated to planning and executing extraordinary events that leave lasting impressions. Join our team of event planners and contribute to unforgettable moments.,EventMagic Co. is hiring an Event Coordinator (Part-Time) to plan and execute memorable events. Your attention to detail and creativity will contribute to unforgettable experiences for clients and attendees.,,,1,1,1,Part Time,,2 years exp,EventMagic Co. Pte. Ltd.,Event Management,Monthly
MCF-2023-03010,Quality Assurance Manager,"18 Jalan Besar, #02-01, Singapore 208882",Quality Assurance,8000-10000,QualityFirst Ltd. is a quality assurance company that ensures product excellence. We are committed to maintaining high product quality standards. Join our team of quality assurance experts and be a part of our quality-driven culture.,QualityFirst Ltd. is looking for a Quality Assurance Manager to maintain high product quality standards. You will oversee quality control processes and lead a team of QA professionals. Join us in ensuring product excellence.,Experience in quality control,Quality control training,1,0,1,Contract,6 years exp,2 years exp,QualityFirst Ltd.,Quality Assurance,Monthly
MCF-2023-03011,Nurse Practitioner,"9 Bishan Place, #02-01, Junction 8 Shopping Centre, Singapore 579837",Healthcare,9000-12000,HealthCare Professionals is a healthcare organization that provides top-quality patient care. Our healthcare teams are dedicated to making a positive impact on healthcare. Join our team of healthcare professionals and prioritize patient well-being.,HealthCare Professionals is seeking a Nurse Practitioner to provide top-quality patient care. Your expertise will make a positive impact on healthcare outcomes. Join our healthcare team and prioritize patient well-being.,Registered Nurse license,Healthcare benefits,1,1,1,Full Time,2 years exp,2 years exp,HealthCare Professionals Pte. Ltd.,Healthcare,Monthly
MCF-2023-03012,Social Media Specialist (Full-Time),"1 Paya Lebar Link, #03-07, PLQ Mall, Singapore 408533",Social Media,5000-7000,MediaMasters Co. is a media agency specializing in social media strategies. Join our team as a Social Media Strategist to create engaging social media content and connect with online communities. We encourage creativity and innovation in digital marketing.,Join MediaMasters Co. as a Social Media Specialist (Full-Time) to create engaging social media content and connect with online communities. Your innovative strategies will drive digital marketing success.,Experience in social media management,Social media career advancement,0,1,0,Part Time,5 years exp,2 years exp,MediaMasters Co. Pte. Ltd.,Media,Monthly
MCF-2023-03013,Data Scientist (Contract),"8 Shenton Way, #04-01, AXA Tower, Singapore 068811",Data Science,7000-10000,TechGenius Innovations is a technology company known for user-friendly interfaces. Join our team as a UX/UI Designer to create intuitive designs and shape user experiences in the digital world. We support continuous learning and design excellence.,TechGenius Innovations is hiring a Data Scientist (Contract) to analyze data and extract insights. Your work will contribute to data-driven decision-making. Join us in data science excellence.,Experience in data analysis,Data analysis projects,0,1,1,Contract,3 years exp,2 years exp,TechGenius Innovations Pte. Ltd.,Technology,Monthly
MCF-2023-03014,Finance Director,"30 Cecil Street, #19-08, Prudential Tower, Singapore 049712",Finance,10000-13000,FinancePros Ltd. is a financial consultancy firm offering comprehensive financial services. Join our team of financial experts to provide financial guidance and support to clients. We value financial expertise and professional growth.,FinancePros Ltd. is in search of a Finance Director to provide comprehensive financial services. Your financial expertise will guide clients toward financial success. Join us in financial excellence.,Finance-related degree,Financial expertise and career growth,1,1,0,Full Time,8 years exp,2 years exp,FinancePros Ltd.,Finance,Monthly
MCF-2023-03015,IT Support Technician (Part-Time),"61 Stamford Road, #01-01, Stamford Court, Singapore 178892",IT Support,3000-4000,ITSupport Solutions is an IT services provider specializing in technical support. Join our team as an IT Support Technician to resolve technical issues and provide excellent customer service. We offer opportunities for technical skill development.,ITSupport Solutions is seeking an IT Support Technician (Part-Time) to resolve technical issues and provide exceptional customer service. Your technical skills will be instrumental in solving IT challenges.,IT certification preferred,Technical skill development,1,0,0,Part Time,2 years exp,2 years exp,ITSupport Solutions Pte. Ltd.,IT Support,Monthly
MCF-2023-03016,Clinical Researcher (Contract),"1 Raffles Place, #07-01, One Raffles Place, Singapore 048616",Clinical Research,6000-9000,HealthCare Research Innovations is a healthcare research organization dedicated to advancing medical knowledge. Join our team as a Clinical Researcher to contribute to meaningful healthcare research. We encourage research excellence.,HealthCare Research Innovations has an opening for a Clinical Researcher (Contract) to contribute to meaningful healthcare research. Your research efforts will advance medical knowledge and improve patient care.,Clinical research experience,Contribute to healthcare research,0,0,0,Contract,Ph.D. required,2 years exp,HealthCare Research Innovations Pte. Ltd.,Healthcare Research,Monthly
MCF-2023-03017,Executive Chef,"5 Straits View, #05-01, Marina One, Singapore 018935",Culinary,15000-18000,Culinary Delights is a renowned restaurant known for its culinary creativity and exquisite dishes. Join our team as an Executive Chef to showcase your culinary skills and create delightful dining experiences. We celebrate culinary excellence.,Culinary Delights is looking for an Executive Chef to lead the culinary team and create exquisite dishes. Your culinary creativity will delight diners and elevate the dining experience.,Culinary degree or equivalent,Culinary creativity and recognition,1,1,1,Full Time,10 years exp,2 years exp,Culinary Delights Pte. Ltd.,Culinary,Monthly
MCF-2023-03018,Investment Advisor,"20 Collyer Quay, #23-01, Tung Centre, Singapore 049319",Finance,9000-12000,InvestmentPros is a financial advisory firm specializing in investment strategies. Join our team as an Investment Advisor to provide expert investment guidance to clients. We value investment expertise and offer career advancement prospects.,InvestmentPros is hiring an Investment Advisor to provide expert investment guidance to clients. Your financial expertise will help clients achieve their investment goals. Join us in investment success.,Finance or investment certification required,Investment expertise and career advancement,1,0,1,Part Time,2 years exp,2 years exp,InvestmentPros Pte. Ltd.,Finance,Monthly
MCF-2023-03019,Psychologist (Part-Time),"168 Robinson Road, #22-01, Capital Tower, Singapore 068912",Psychology,3000-4000,PsychologyCare Co. is a psychology center that provides compassionate counseling services. Join our team as a Psychologist to support individuals in their mental well-being journey. We prioritize a supportive and compassionate counseling environment.,PsychologyCare Co. is seeking a Psychologist (Part-Time) to provide compassionate counseling services. Your support will make a positive impact on individuals' mental well-being. Join our team in promoting mental health.,,,0,1,1,Contract,,2 years exp,PsychologyCare Co. Pte. Ltd.,Psychology,Monthly
MCF-2023-03020,Machine Learning Engineer (Full-Time),"10 Scotts Road, #01-01, Pacific Plaza, Singapore 228211",Machine Learning,8000-10000,TechInnovations is a technology company focused on innovative tech projects. Join our team as a Machine Learning Engineer to work on cutting-edge machine learning projects. We foster innovation and technical excellence.,TechInnovations is looking for a Machine Learning Engineer (Full-Time) to work on cutting-edge machine learning projects. Your technical expertise will drive innovation in machine learning.,Ph.D. in Machine Learning or related field,Cutting-edge machine learning projects,0,0,1,Full Time,7 years exp,2 years exp,TechInnovations Pte. Ltd.,Technology,Monthly
SG-2023-1277,Full-Time Marketing Director - Advertising,"25 Anson Road, #10-02 Anson Centre",Advertising,15000-20000,AdvertiseNow Co. is an advertising agency known for creative marketing campaigns. Join our team and shape advertising narratives that captivate audiences and drive brand success. We are dedicated to fostering a dynamic and collaborative work environment that encourages innovation and growth.,"AdvertiseNow Co. is hiring a Full-Time Marketing Director to lead advertising strategies, manage marketing teams, and drive advertising success in the advertising industry. Join us and shape the future of creative marketing.",Bachelor's degree in Marketing or related field,Competitive salary and performance-based bonuses,1,1,0,Full Time,Director,14,AdvertiseNow Co. Pte. Ltd.,Advertising,Monthly
SG-2023-1278,Contract Data Analyst - Technology,"8 Marina View, #15-01 Asia Square Tower 1",Technology,8000-10000,TechData Insights is a technology company specializing in data analysis and insights. Join our team to work on data-driven projects that push the boundaries of technology and analytics. We prioritize continuous learning and professional development for our employees.,"TechData Insights is looking for a Contract Data Analyst to analyze data, provide insights, and contribute to technological innovation. Join our mission for data-driven solutions.",Strong data analysis skills,Flexible working hours,0,1,1,Contract,Manager,6,TechData Insights Pte. Ltd.,Technology,Monthly
SG-2023-1279,Permanent HR Manager - Finance,"10 Collyer Quay, #08-01 Ocean Financial Centre",Human Resources,10000-13000,"FinanceGenius Ltd. is a financial consultancy firm offering comprehensive financial services to clients. Join our team to lead financial strategies, enhance financial processes, and deliver excellence in the finance sector. We value diversity and promote a culture of inclusivity.","FinanceGenius Ltd. is seeking a Permanent HR Manager to oversee HR operations, develop HR strategies, and drive HR excellence in the financial sector. Join our team of HR experts.",HR certification preferred,Professional development opportunities,1,0,0,Permanent,Manager,8,FinanceGenius Ltd.,Finance,Monthly
SG-2023-1280,Part-Time Content Writer - Media,"50 Raffles Place, #10-01 Singapore Land Tower",Media,4000-5500,MediaWave Co. is a media agency dedicated to creating compelling content across various platforms. Join our team as a Content Writer and contribute to shaping media narratives that engage and inform audiences. We embrace creativity and encourage innovative storytelling.,"MediaWave Co. is hiring a Part-Time Content Writer to create engaging content, write compelling stories, and shape media narratives. Join us in the world of media creativity.",Excellent writing and storytelling skills,Creative and collaborative work environment,1,1,0,Part Time,Experienced,6,MediaWave Co. Pte. Ltd.,Media,Monthly
SG-2023-1281,Full-Time Logistics Manager - Logistics,"15 Hoe Chiang Road, #22-01 Tower Fifteen",Logistics,12000-15000,LogiMasterX is a leading logistics company known for its efficient supply chain solutions. Join our team as a Logistics Manager and optimize logistics operations to deliver exceptional services to clients. We promote a culture of teamwork and excellence.,"LogiMasterX is looking for a Full-Time Logistics Manager to manage logistics operations, optimize supply chains, and ensure logistics excellence. Join our team of logistics experts.",Experience in logistics management,Healthcare and wellness benefits,1,1,0,Full Time,Manager,9,LogiMasterX Pte. Ltd.,Logistics,Monthly
SG-2023-1282,Contract Research Scientist - Healthcare,"20 Cecil Street, #18-02 PLUS Building",Healthcare,7000-9000,HealthCare Innovations is a healthcare organization committed to pioneering medical breakthroughs. Join our team as a Research Scientist and work on cutting-edge research projects that impact healthcare outcomes. We prioritize a collaborative and supportive research environment.,"HealthCare Innovations is seeking a Contract Research Scientist to conduct research, experiment with medical breakthroughs, and make a positive impact on healthcare. Join our mission for innovation.",Ph.D. in a relevant field,Innovative projects and research opportunities,1,1,1,Contract,Experienced,5,HealthCare Innovations Pte. Ltd.,Healthcare,Monthly
SG-2023-1283,Permanent Product Manager - Technology,"6 Battery Road, #12-01 Singapore Land Tower",Technology,11000-14000,TechSolutions Plus is a technology company specializing in product development. Join our team as a Product Manager to lead innovation and drive technology excellence. We offer opportunities for career advancement and skill development.,"TechSolutions Plus is hiring a Permanent Product Manager to lead product development, innovate technology solutions, and drive product excellence in the technology sector. Join us and shape the future of tech solutions.",,Career advancement prospects,1,0,0,Permanent,Manager,7,TechSolutions Plus Pte. Ltd.,Technology,Monthly
SG-2023-1284,Full-Time Marketing Specialist - Advertising,"71 Robinson Road, #15-01 Robinson Centre",Advertising,5000-6000,AdvertiseNow Co. is an advertising agency known for creative marketing campaigns. Join our team as a Marketing Specialist and create marketing strategies that resonate with audiences and drive brand success. We value teamwork and creativity.,"AdvertiseNow Co. is looking for a Full-Time Marketing Specialist to create marketing campaigns, execute marketing strategies, and shape advertising narratives. Join our team of marketing experts.",Bachelor's degree in Marketing or related field,Opportunity to work with renowned clients,0,0,1,Full Time,Manager,7,AdvertiseNow Co. Pte. Ltd.,Advertising,Monthly
SG-2023-1285,Part-Time Event Coordinator - Event Management,"3 Church Street, #22-01 Samsung Hub",Event Management,3000-4000,EventMagic Innovations is an event management company dedicated to creating memorable experiences. Join our team as an Event Coordinator and contribute to planning and executing extraordinary events. We promote a positive and inclusive work culture.,"EventMagic Innovations is seeking a Part-Time Event Coordinator to plan and execute memorable events, coordinate event logistics, and create unforgettable experiences. Join us in the world of event management.",,Work-life balance,0,1,1,Part Time,Experienced,7,EventMagic Innovations Pte. Ltd.,Event Management,Monthly
SG-2023-1286,Contract Quality Assurance Analyst - Manufacturing,"9 Battery Road, #20-01 MYP Centre",Manufacturing,9000-11000,ManufactureX is a manufacturing company known for high-quality products. Join our team as a Quality Assurance Analyst to ensure product quality and contribute to manufacturing excellence. We prioritize continuous improvement and professional growth.,"ManufactureX is hiring a Contract Quality Assurance Analyst to ensure product quality, conduct quality checks, and contribute to manufacturing excellence. Join our team of quality experts.",Experience in quality assurance,Professional growth and skill development,1,1,0,Contract,Manager,10,ManufactureX Pte. Ltd.,Manufacturing,Monthly
SG-2023-1287,Full-Time Nurse Manager - Healthcare,"8 Shenton Way, #07-01 AXA Tower",Healthcare,10000-12000,HealthCare Professionals is a healthcare organization committed to providing exceptional patient care. Join our team as a Nurse Manager and lead healthcare teams to deliver top-quality care. We value compassion and professionalism in healthcare.,"HealthCare Professionals is looking for a Full-Time Nurse Manager to lead healthcare teams, provide patient care, and make a positive impact on healthcare. Join our team of healthcare professionals.",Registered Nurse license,Compassionate patient care environment,0,1,1,Full Time,Manager,7,HealthCare Professionals Pte. Ltd.,Healthcare,Monthly
SG-2023-1288,Part-Time Social Media Strategist - Media,"38 Beach Road, #15-11 South Beach Tower",Media,3500-4500,MediaMasters Co. is a media agency specializing in social media strategies. Join our team as a Social Media Strategist to create engaging social media content and connect with online communities. We encourage creativity and innovation in digital marketing.,"MediaMasters Co. is seeking a Part-Time Social Media Strategist to develop social media strategies, engage online communities, and boost social media success. Join us and shape digital narratives.",Experience in social media management,Creative and innovative work culture,1,1,1,Part Time,Experienced,7,MediaMasters Co. Pte. Ltd.,Media,Monthly
